Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Subtype	Lineage Sub-subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	KYSE450_OESOPHAGUS	KYSE450_OESOPHAGUS	59	CCLE	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	GNF	NA	ACH-000865	well differentiated invasive eosphageal squamous cell carcinoma	NA	~ 30 hrs	Asian	0.5306	NA	1	japan	NA	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	esophagus	NA	esophagus_squamous	NA	740	324.7573697	KYSE-450	ESCC	Oesophagus:Carcinoma	2.39	Oesophagus	9	129c	1	Asian	1	Primary	Male	NA	middle_third	NS	NS	Squamous Cell Carcinoma	NA	24.8	esophagus	esophagus
ccle_broad_2019	KYSE50_OESOPHAGUS	KYSE50_OESOPHAGUS	NA	NA	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	NA	NA	ACH-002264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	esophagus_squamous	NA	377	NA	NA	ESCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	12.6	NA	esophagus
ccle_broad_2019	KYSE510_OESOPHAGUS	KYSE510_OESOPHAGUS	67	CCLE	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	GNF	NA	ACH-000824	NA	NA	~ 30 hrs	Asian	0.5010	NA	2	japan	NA	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	esophagus	NA	esophagus_squamous	NA	600	200.0668926	KYSE-510	ESCC	Oesophagus:Carcinoma	3.75	Oesophagus	22	127c	0.98	Asian	1	Primary	Female	NA	upper_third	NS	NS	Squamous Cell Carcinoma	NA	20.2	esophagus	esophagus
ccle_broad_2019	KYSE520_OESOPHAGUS	KYSE520_OESOPHAGUS	58	CCLE	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	DSMZ	Adherent	ACH-000637	NA	121.8	NA	Asian	0.8048	5% DMSO	1	japan	RPMI 1640 +10%FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	esophagus	NA	esophagus_squamous	NA	463	168.9136858	KYSE-520	ESCC	Oesophagus:Carcinoma	2.82	Oesophagus	NA	NA	1	Asian	1	Primary	Female	NA	lower_third	NS	NS	Squamous Cell Carcinoma	NA	15.6333333333	esophagus	esophagus
ccle_broad_2019	KYSE70_OESOPHAGUS	KYSE70_OESOPHAGUS	77	CCLE	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	DSMZ	Epitheloid cells growing in monolayers	ACH-000784	NA	62	NA	Asian	0.6291	10%DMSO	1	japan	RPMI 1640+10%FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	esophagus	NA	esophagus_squamous	NA	566	201.4414623	KYSE-70	ESCC	Oesophagus:Carcinoma	2.69	Oesophagus	18	127c	1	Asian	1	Primary	Male	NA	middle_third	NS	NS	Squamous Cell Carcinoma	NA	19.1	esophagus	esophagus
ccle_broad_2019	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	34	CCLE	Hodgkin Lymphoma	Hodgkin Lymphoma	DSMZ	Mix	ACH-000702	lymphoma	89.9	48 hrs	Caucasian	0.5779	5%DMSO	1	NA	RPMI+10%FBS	Lymphoid_Neoplasm	Hodgkin_lymphoma	NS	NS	NA	lymphocyte	NA	hodgkin_lymphoma	NA	572	160.8997968	L-1236	HL	Lymphoma:Hodgkin	2.89	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.99	NA	1	Primary	Male	NA	NS	NS	NS	B-cell, Hodgkins	NA	19.1666666667	lymphoma_Hodgkin	lymphoma_Hodgkin
ccle_broad_2019	L33_PANCREAS	L33_PANCREAS	NA	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	Academic Lab	Adherent	ACH-000685	Pancreatic Cancer	37.3	NA	African_american	0.5001	5%DMSO	1	NA	RPMI+10%FBS	Carcinoma	NS	NS	NS	NA	pancreas	NA	exocrine	exocrine_adenosquamous	292	138.1852917	L3.3	PAAD	Pancreas:Carcinoma	2.13	Pancreas	17	126	1	NA	1	Metastasis	NA	NA	NS	NS	NS	Ductal Adenosquamous Carcinoma	NA	9.8	pancreas	pancreas
ccle_broad_2019	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	36	CCLE	Mature B-Cell Neoplasms	Plasma Cell Myeloma	DSMZ	SUSPENSION	ACH-000183	plasma_cell_leukemia	60.54	NA	Caucasian	0.3657	NA	0	NA	RPMI-1640+ 15% FBS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	NA	plasma_cell	NA	multiple_myeloma	NA	300	92.88219793	L-363	PCM	Lymphoma:Multiple_Myeloma	2.16	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Multiple Myeloma	NA	10.0	multiple_myeloma	multiple_myeloma
ccle_broad_2019	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	37	CCLE	Hodgkin Lymphoma	Hodgkin Lymphoma	DSMZ	Supsension	ACH-000754	lymphoma	NA	NA	Caucasian	0.4560	5% DMSO	0	NA	RPMI 1640 +10%FBS	Lymphoid_Neoplasm	Hodgkin_lymphoma	NS	NS	NA	lymphocyte	NA	hodgkin_lymphoma	NA	564	157.597842	L-428	HL	Lymphoma:Hodgkin	2.2	Haematopoietic_And_Lymphoid_Tissue	41	128c	1	NA	1	Metastasis	Female	pleura	NS	NS	NS	B-cell, Hodgkins	NA	19.0	lymphoma_Hodgkin	lymphoma_Hodgkin
ccle_broad_2019	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	20	CCLE	Hodgkin Lymphoma	Hodgkin Lymphoma	DSMZ	round cells growing singly in suspention	ACH-000806	NA	NA	~  70 hrs	Caucasian	0.4711	NA	1	NA	80% RPMI 1640 + 20% h. i. FBS	Lymphoid_Neoplasm	Hodgkin_lymphoma	NS	NS	NA	lymphocyte	NA	hodgkin_lymphoma	NA	713	189.6209433	L-540	HL	Lymphoma:Hodgkin	2.95	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Metastasis	Female	bone_marrow	NS	NS	NS	B-cell, Hodgkins	NA	23.9666666667	lymphoma_Hodgkin	lymphoma_Hodgkin
ccle_broad_2019	L542_MATCHED_NORMAL_TISSUE	L542_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	168	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	5.7	NA	NA
ccle_broad_2019	L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-001111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	lymphoma_unspecified	t_cell	407	NA	NA	TLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	T-cell	NA	13.7	NA	NA
ccle_broad_2019	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29	CCLE	Myeloproliferative Neoplasms	Chronic Myelogenous Leukemia	DSMZ	single, round to polymorph cellsgrowing in suspention, some cells areloosely adherent	ACH-000301	NA	NA	~  50 hrs	Caucasian	0.5351	NA	1	NA	90% RPMI 1640 +10% h. i. FBS	Haematopoietic_Neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	NA	blood	NA	CML	blast_crisis	189	107.9394111	LAMA-84	CML	Leukemia:CML	3.11	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.99	NA	1	Primary	Female	NA	NS	NS	NS	Chronic Myelogenous Leukemia (CML), blast crisis	NA	6.33333333333	CML	CML
ccle_broad_2019	LAN2_AUTONOMIC_GANGLIA	LAN2_AUTONOMIC_GANGLIA	NA	NA	Peripheral Nervous System	Neuroblastoma	NA	NA	ACH-001354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peripheral_nervous_system	MYCN_amp	neuroblastoma	NA	237	NA	NA	NBL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	7.86666666667	NA	NA
ccle_broad_2019	LAN6_AUTONOMIC_GANGLIA	LAN6_AUTONOMIC_GANGLIA	NA	NA	Peripheral Nervous System	Neuroblastoma	NA	NA	ACH-001355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peripheral_nervous_system	NA	neuroblastoma	NA	243	NA	NA	NBL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8.2	NA	neuroblastoma
ccle_broad_2019	LB1047EBV_MATCHED_NORMAL_TISSUE	LB1047EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	202	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	6.8	NA	NA
ccle_broad_2019	LB1047RCC_KIDNEY	LB1047RCC_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Cell Carcinoma	NA	NA	ACH-002150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	NA	208	NA	NA	RCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Cell Carcinoma	NA	7.0	NA	kidney
ccle_broad_2019	LB2241EBV_MATCHED_NORMAL_TISSUE	LB2241EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	97	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	3.26666666667	NA	NA
ccle_broad_2019	LB2241RCC_KIDNEY	LB2241RCC_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Cell Carcinoma	NA	NA	ACH-002151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	NA	114	NA	NA	RCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Cell Carcinoma	NA	3.9	NA	kidney
ccle_broad_2019	LB2518EBV_MATCHED_NORMAL_TISSUE	LB2518EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	127	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	4.4	NA	NA
ccle_broad_2019	LB2518MEL_SKIN	LB2518MEL_SKIN	NA	NA	Melanoma	Cutaneous Melanoma	NA	NA	ACH-002152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	melanoma	NA	381	NA	NA	SKCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Melanoma	NA	12.8	NA	melanoma
ccle_broad_2019	LB373EBV_MATCHED_NORMAL_TISSUE	LB373EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	137	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	4.66666666667	NA	NA
ccle_broad_2019	LB373MELD_SKIN	LB373MELD_SKIN	NA	NA	Melanoma	Cutaneous Melanoma	NA	NA	ACH-002153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	melanoma	NA	175	NA	NA	SKCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Melanoma	NA	5.96666666667	NA	melanoma
ccle_broad_2019	LB647PBL_MATCHED_NORMAL_TISSUE	LB647PBL_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	106	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	3.66666666667	NA	NA
ccle_broad_2019	LB647SCLC_LUNG	LB647SCLC_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	SCLC	NA	353	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	11.8333333333	NA	lung_small_cell
ccle_broad_2019	LB771HNC_UPPER_AERODIGESTIVE_TRACT	LB771HNC_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-002265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	229	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	7.7	NA	upper_aerodigestive
ccle_broad_2019	LB771PBL_MATCHED_NORMAL_TISSUE	LB771PBL_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	111	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	3.73333333333	NA	NA
ccle_broad_2019	LB831BLC_URINARY_TRACT	LB831BLC_URINARY_TRACT	NA	NA	Bladder Cancer	Bladder Urothelial Carcinoma	NA	NA	ACH-002266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	urinary_tract	NA	bladder_carcinoma	NA	264	NA	NA	BLCA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Carcinoma	NA	8.93333333333	NA	urinary_tract
ccle_broad_2019	LB831EBV_MATCHED_NORMAL_TISSUE	LB831EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	123	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	4.23333333333	NA	NA
ccle_broad_2019	LB996EBV_MATCHED_NORMAL_TISSUE	LB996EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	159	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	5.36666666667	NA	NA
ccle_broad_2019	LB996RCC_KIDNEY	LB996RCC_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Cell Carcinoma	NA	NA	ACH-002155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	NA	213	NA	NA	RCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Cell Carcinoma	NA	7.23333333333	NA	kidney
ccle_broad_2019	LC1F_LUNG	LC1F_LUNG	69	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	Mixed cell line.	ACH-000705	lung_cancer	NA	NA	Asian	0.6114	5%DMSO	2	NA	RPMI-1640+10%FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	548	196.9383482	LC-1F	LUSC	Lung:NSCLC_Squamous	7.51	Lung	NA	NA	0.96	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	18.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	LC1SQSF_LUNG	LC1SQSF_LUNG	69	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	adherenet	ACH-001113	NA	126.9	NA	Asian	0.7912	5% DMSO	2	japan	RPMI-F12 (1:1) +10% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	478	NA	LC-1/sq-SF	LUSC	NA	7.44	Lung	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	16.0	lung_NSC	lung_NSC
ccle_broad_2019	LC1SQ_LUNG	LC1SQ_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	NA	NA	ACH-002156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC	NSCLC_squamous	459	NA	NA	LUSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	15.4666666667	NA	lung_NSC
ccle_broad_2019	LC2AD_LUNG	LC2AD_LUNG	NA	NA	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	NA	NA	ACH-002157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	341	NA	NA	LUAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	11.3666666667	NA	lung_NSC
ccle_broad_2019	LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-002267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	ALL	b_cell	216	NA	NA	BLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Acute Lymphoblastic Leukemia (ALL), B-cell	NA	7.26666666667	NA	NA
ccle_broad_2019	LCLC103H_LUNG	LCLC103H_LUNG	61	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	DSMZ	pleomorphic, gigantic, adherent cells growing as monolayer	ACH-000627	NA	NA	~  40 hrs	Caucasian	0.4565	NA	1	NA	90% RPMI 1640 +10%  h. i. FBS	Carcinoma	large_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_large_cell	419	133.4069632	LCLC-103H	LCLC	Lung:NSCLC_Large_Cell	2.38	Lung	19	127n	0.99	Caucasian	1	Metastasis	Male	pleura	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	14.0666666667	lung_NSC	lung_NSC
ccle_broad_2019	LCLC97TM1_LUNG	LCLC97TM1_LUNG	44	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	DSMZ	adherent epitheloid cells densely packed in islets,growing as monolayers	ACH-000596	NA	NA	> 50 hrs	Caucasian	0.4847	NA	1	NA	80% RPMI 1640 + 20% h. i. FBS	Carcinoma	large_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_large_cell	415	147.9145815	LCLC-97TM1	LCLC	Lung:NSCLC_Large_Cell	2.9	Lung	NA	NA	0.94	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	14.0666666667	lung_NSC	lung_NSC
ccle_broad_2019	LI7_LIVER	LI7_LIVER	NA	CCLE	Hepatobiliary Cancer	Hepatocellular Carcinoma	RIKEN	epithelial-like	ACH-000471	NA	NA	NA	Asian	0.6930	NA	1	NA	RPMI 1640 +10%FBS	Carcinoma	hepatocellular_carcinoma	NS	NS	NA	liver	NA	NA	NA	294	139.1518781	Li-7	HCC	Liver:HCC	2.8	Liver	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	NA	NA	9.83333333333	liver	liver
ccle_broad_2019	LIM1215_LARGE_INTESTINE	LIM1215_LARGE_INTESTINE	NA	NA	Colorectal Cancer	Colorectal Adenocarcinoma	NA	NA	ACH-001546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colorectal	NA	colorectal_adenocarcinoma	NA	907	NA	NA	COADREAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Adenocarcinoma	NA	30.3666666667	NA	colorectal
ccle_broad_2019	LK2_LUNG	LK2_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	EPITHELIAL-LIKE ADHERENT CELLS	ACH-000769	lung_cancer	71	NA	Asian	0.7373	5%DMSO	0	NA	RPMI-1640+10%FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	426	191.7691364	LK-2	LUSC	Lung:NSCLC_Squamous	1.2	Lung	11	128c	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	14.3666666667	lung_NSC	lung_NSC
ccle_broad_2019	LMSU_STOMACH	LMSU_STOMACH	NA	CCLE	Esophagogastric Cancer	Stomach Adenocarcinoma	RIKEN	epithelial-like	ACH-000255	NA	NA	NA	Asian	0.9000	NA	1	NA	HamF10 +10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	gastric	NA	gastric_adenocarcinoma	NA	266	127.4914675	LMSU	STAD	Gastric:Carcinoma	2.6	Stomach	41	129n	1	NA	1	Metastasis	NA	lymph_node	NS	NS	NS	Adenocarcinoma	NA	8.86666666667	stomach	stomach
ccle_broad_2019	LN18_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	65	CCLE	Glioma	Glioblastoma Multiforme	ATCC	ADHERENT	ACH-000819	NA	47.4	NA	Caucasian	0.7439	5% DMSO	1	NA	DMEM+5% FBS	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	NA	central_nervous_system	NA	glioma	glioblastoma	595	204.7916266	LN-18	GBM	CNS:Glioma_HighGrade	2.6	Central_Nervous_System	30	129n	1	Caucasian	1	Primary	Male	NA	brain	NS	NS	Glioblastoma	NA	19.9333333333	glioma	glioma
ccle_broad_2019	LN215_CENTRAL_NERVOUS_SYSTEM	LN215_CENTRAL_NERVOUS_SYSTEM	NA	COSMIC	Glioma	Astrocytoma	NA	NA	ACH-000328	NA	NA	NA	Caucasian	NA	NA	NA	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	299	108.0220019	LN-215	ASTR	NA	NA	Central_Nervous_System	NA	NA	NA	NA	1	NA	NA	NA	brain	NS	NS	Glioblastoma	NA	10.1	glioma	glioma
ccle_broad_2019	LN229_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	60	CCLE	Glioma	Glioblastoma Multiforme	NIBRI	NA	ACH-000595	NA	NA	NA	Caucasian	0.5836	NA	2	NA	NA	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	NA	central_nervous_system	NA	glioma	glioblastoma	416	139.4221578	LN-229	GBM	CNS:Glioma_HighGrade	3.81	Central_Nervous_System	27	129n	1	Caucasian	1	Primary	Female	NA	brain	NS	NS	Glioblastoma	NA	13.8666666667	glioma	glioma
ccle_broad_2019	LN235_CENTRAL_NERVOUS_SYSTEM	LN235_CENTRAL_NERVOUS_SYSTEM	NA	COSMIC	Glioma	Astrocytoma	NA	NA	ACH-000591	NA	NA	NA	Caucasian	0.5132	NA	2	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	astrocytoma	141	117.8995842	LN-235	ASTR	NA	4.03	Central_Nervous_System	NA	NA	0.96	NA	1	NA	Male	NA	brain	NS	NS	Astrocytoma	NA	4.76666666667	glioma	glioma
ccle_broad_2019	LN319_CENTRAL_NERVOUS_SYSTEM	LN319_CENTRAL_NERVOUS_SYSTEM	NA	COSMIC	Glioma	Astrocytoma	NA	NA	ACH-000128	NA	NA	NA	Caucasian	0.4439	NA	2	NA	NA	Glioma	astrocytoma_Grade_III	NS	NS	NA	central_nervous_system	NA	glioma	astrocytoma	117	73.42339937	LN-319	ASTR	NA	4.33	Central_Nervous_System	NA	NA	1	NA	1	NA	Male	NA	brain	NS	NS	Astrocytoma	NA	3.9	glioma	glioma
ccle_broad_2019	LN340_CENTRAL_NERVOUS_SYSTEM	LN340_CENTRAL_NERVOUS_SYSTEM	NA	COSMIC	Glioma	Astrocytoma	NA	NA	ACH-000634	NA	NA	NA	Caucasian	0.4520	NA	1	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	147	133.5386942	LN-340	ASTR	NA	3.58	Central_Nervous_System	NA	NA	0.98	NA	1	NA	Male	NA	brain	NS	NS	Glioblastoma	NA	5.0	glioma	glioma
ccle_broad_2019	LN382_CENTRAL_NERVOUS_SYSTEM	LN382_CENTRAL_NERVOUS_SYSTEM	NA	ACHILLES	Glioma	Astrocytoma	NA	NA	ACH-000215	NA	NA	NA	Caucasian	0.3256	NA	1	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	121	87.23638256	LN382	ASTR	NA	3.5	Central_Nervous_System	NA	NA	0.98	NA	1	NA	Male	NA	NS	NS	NS	Glioblastoma	NA	4.0	glioma	glioma
