Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,ETHNICITY,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue,create_date,version
SRR8615608,NA,RNA-Seq,GCA_000001405.13,202,23257836610,ATCC:NCI-H1838,PRJNA523380,SAMN10988157,Human,12256581918,NCI-H1838,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5414792,Illumina HiSeq 2500,cell line,RNASeq-NCIH1838_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1838_LUNG,cell culture,female,SRP186687,lung,2019-02-23T23:48:00Z,1
SRR8615609,52,RNA-Seq,GCA_000001405.13,202,12301333178,ATCC:NCI-H1836,PRJNA523380,SAMN10988158,Human,5680806575,NCI-H1836,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5414791,Illumina HiSeq 2500,cell line,RNASeq-NCIH1836_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1836_LUNG,cell culture,male,SRP186687,lung,2019-02-23T23:20:00Z,1
SRR8615610,NA,RNA-Seq,GCA_000001405.13,202,16835004210,NA,PRJNA523380,SAMN10989613,Human,8976154303,NCI-H1819,BROAD INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414790,Illumina HiSeq 2500,cell line,RNASeq-NCIH1819_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1819_LUNG,cell culture,NA,SRP186687,lung,2019-02-23T23:26:00Z,1
SRR8615611,52,RNA-Seq,GCA_000001405.13,202,22624886174,ATCC:NCI-H1793,PRJNA523380,SAMN10987890,Human,11879920173,NCI-H1793,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5414789,Illumina HiSeq 2500,cell line,RNASeq-NCIH1793_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1793_LUNG,cell culture,female,SRP186687,lung,2019-02-23T23:42:00Z,1
SRR8615612,56,RNA-Seq,GCA_000001405.13,202,16856972720,ATCC:NCI-H1373,PRJNA523380,SAMN10988153,Human,7789448959,NCI-H1373,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,African_american,SRX5414788,Illumina HiSeq 2500,cell line,RNASeq-NCIH1373_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1373_LUNG,cell culture,male,SRP186687,lung,2019-02-23T23:49:00Z,1
SRR8615613,61,RNA-Seq,GCA_000001405.13,202,20780847970,ATCC:NCI-H1915,PRJNA523380,SAMN10987732,Human,10988709086,NCI-H1915,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),metastasis,Caucasian,SRX5414787,Illumina HiSeq 2500,cell line,RNASeq-NCIH1915_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1915_LUNG,cell culture,female,SRP186687,lung,2019-02-23T23:37:00Z,1
SRR8615614,59,RNA-Seq,GCA_000001405.13,202,17471348246,ATCC:NCI-H1876,PRJNA523380,SAMN10988001,Human,8633842303,NCI-H1876,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5414786,Illumina HiSeq 2500,cell line,RNASeq-NCIH1876_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1876_LUNG,cell culture,male,SRP186687,lung,2019-02-23T23:30:00Z,1
SRR8615615,58,RNA-Seq,GCA_000001405.13,202,23055539064,ATCC:NCI-H1869,PRJNA523380,SAMN10988520,Human,12194394303,NCI-H1869,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),metastasis,Caucasian,SRX5414785,Illumina HiSeq 2500,cell line,RNASeq-NCIH1869_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1869_LUNG,cell culture,male,SRP186687,lung,2019-02-23T23:40:00Z,1
SRR8615616,NA,RNA-Seq,GCA_000001405.13,202,18081435716,NA,PRJNA523380,SAMN10988439,Human,9569221922,NCI-H1385,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),metastasis,African_american,SRX5414784,Illumina HiSeq 2500,cell line,RNASeq-NCIH1385_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1385_LUNG,cell culture,NA,SRP186687,lung,2019-02-23T23:37:00Z,1
SRR8615617,45,RNA-Seq,GCA_000001405.13,202,23284495560,ATCC:COLO 829,PRJNA523380,SAMN10988208,Human,12977917873,COLO 829,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414783,Illumina HiSeq 2500,cell line,RNASeq-COLO829_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COLO829_SKIN,cell culture,male,SRP186687,skin,2019-02-23T23:44:00Z,1
SRR8615618,14,RNA-Seq,GCA_000001405.13,202,20443752592,ATCC:COLO-800,PRJNA523380,SAMN10987785,Human,11507623355,COLO-800,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414782,Illumina HiSeq 2500,cell line,RNASeq-COLO800_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COLO800_SKIN,cell culture,male,SRP186687,skin,2019-02-23T23:42:00Z,1
SRR8615619,35,RNA-Seq,GCA_000001405.13,202,17783442488,KCLB:SNU-C4,PRJNA523380,SAMN10987757,Human,8738512823,SNU-C4,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414781,Illumina HiSeq 2500,cell line,RNASeq-SNUC4_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNUC4_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine,2019-02-23T23:36:00Z,1
SRR8615620,6,RNA-Seq,GCA_000001405.13,202,26699582098,GNF,PRJNA523380,SAMN10988169,Human,13318029334,TE 159.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdomyosarcoma,primary,Caucasian,SRX5414780,Illumina HiSeq 2500,cell line,RNASeq-TE159T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,TE159T_FIBROBLAST,cell culture,male,SRP186687,soft_tissue,2019-02-24T00:00:00Z,1
SRR8615621,71,RNA-Seq,GCA_000001405.13,202,20288625076,NIBRI,PRJNA523380,SAMN10987737,Human,9980796671,HEC-1-B,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414779,Illumina HiSeq 2500,cell line,RNASeq-HEC1B_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEC1B_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T23:43:00Z,1
SRR8615622,NA,RNA-Seq,GCA_000001405.13,202,16649139162,HSSRB,PRJNA523380,SAMN10987959,Human,8177579696,HEC-251,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414778,Illumina HiSeq 2500,cell line,RNASeq-HEC251_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEC251_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T23:32:00Z,1
SRR8615623,NA,RNA-Seq,GCA_000001405.13,202,18693644590,HSSRB,PRJNA523380,SAMN10987845,Human,9167194467,HEC-265,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414777,Illumina HiSeq 2500,cell line,RNASeq-HEC265_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEC265_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T23:34:00Z,1
SRR8615624,63,RNA-Seq,GCA_000001405.13,202,25794951762,Riken,PRJNA523380,SAMN10987760,Human,14330934780,ECC12,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_adenocarcinoma),metastasis,Asian,SRX5414776,Illumina HiSeq 2500,cell line,RNASeq-ECC12_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ECC12_STOMACH,cell culture,male,SRP186687,stomach,2019-02-23T23:49:00Z,1
SRR8615625,NA,RNA-Seq,GCA_000001405.13,202,15988809040,HSSRB,PRJNA523380,SAMN10988108,Human,7885796463,HEC-59,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414775,Illumina HiSeq 2500,cell line,RNASeq-HEC59_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEC59_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T23:29:00Z,1
SRR8615626,NA,RNA-Seq,GCA_000001405.13,202,17409579474,HSSRB,PRJNA523380,SAMN10987852,Human,8627551335,HEC-6,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414774,Illumina HiSeq 2500,cell line,RNASeq-HEC6_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEC6_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T23:37:00Z,1
SRR8615627,NA,RNA-Seq,GCA_000001405.13,202,16634109958,NA,PRJNA523380,SAMN10988406,Human,8892423625,HEK TE,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",other (immortalized_epithelial),NA,Caucasian,SRX5414773,Illumina HiSeq 2500,cell line,RNASeq-HEKTE_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEKTE_KIDNEY,cell culture,NA,SRP186687,kidney,2019-02-23T23:35:00Z,1
SRR8615628,30,RNA-Seq,GCA_000001405.13,202,18371746480,NIBRI,PRJNA523380,SAMN10987842,Human,9019009512,HEL 92.1.7,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M6)",primary,Caucasian,SRX5414772,Illumina HiSeq 2500,cell line,RNASeq-HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:42:00Z,1
SRR8615629,NA,RNA-Seq,GCA_000001405.13,202,18114302732,NA,PRJNA523380,SAMN10989629,Human,9681909554,HELA,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414771,Illumina HiSeq 2500,cell line,RNASeq-HELA_CERVIX,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HELA_CERVIX,cell culture,NA,SRP186687,cervix,2019-02-23T23:37:00Z,1
SRR8615630,30,RNA-Seq,GCA_000001405.13,202,17378620752,DSMZ:HEL,PRJNA523380,SAMN10987697,Human,8513698198,HEL,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M6)",primary,Caucasian,SRX5414770,Illumina HiSeq 2500,cell line,RNASeq-HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:38:00Z,1
SRR8615631,60,RNA-Seq,GCA_000001405.13,202,23632550448,DSMZ:DOHH-2,PRJNA523380,SAMN10988489,Human,13307933108,DOHH-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414769,Illumina HiSeq 2500,cell line,RNASeq-DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:46:00Z,1
SRR8615632,13,RNA-Seq,GCA_000001405.13,198,9234160898,DSMZ:DND-41,PRJNA523380,SAMN10988451,Human,4283177447,DND-41,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,Caucasian,SRX5414768,Illumina HiSeq 2500,cell line,RNASeq-DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:01:00Z,1
SRR8615633,NA,RNA-Seq,GCA_000001405.13,202,19988692042,RIKEN:ECC10,PRJNA523380,SAMN10987724,Human,11273205010,ECC10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_adenocarcinoma),metastasis,Asian,SRX5414767,Illumina HiSeq 2500,cell line,RNASeq-ECC10_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ECC10_STOMACH,cell culture,NA,SRP186687,stomach,2019-02-23T23:37:00Z,1
SRR8615634,69,RNA-Seq,GCA_000001405.13,202,22618103014,RIKEN:EBC-1,PRJNA523380,SAMN10987674,Human,12691451160,EBC-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5414766,Illumina HiSeq 2500,cell line,RNASeq-EBC1_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EBC1_LUNG,cell culture,male,SRP186687,lung,2019-02-23T23:45:00Z,1
SRR8615635,9,RNA-Seq,GCA_000001405.13,202,20486568108,ATCC:EB1,PRJNA523380,SAMN10987945,Human,10236768879,EB1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Burkitt_lymphoma),primary,African_american,SRX5414765,Illumina HiSeq 2500,cell line,RNASeq-EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:40:00Z,1
SRR8615636,50,RNA-Seq,GCA_000001405.13,202,21004769818,DSMZ:DV-90,PRJNA523380,SAMN10988133,Human,11829539920,DV-90,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414764,Illumina HiSeq 2500,cell line,RNASeq-DV90_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DV90_LUNG,cell culture,male,SRP186687,lung,2019-02-23T23:47:00Z,1
SRR8615637,43,RNA-Seq,GCA_000001405.13,202,20013802258,GNF,PRJNA523380,SAMN10988063,Human,10697669847,A2058,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414763,Illumina HiSeq 2500,cell line,RNASeq-A2058_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A2058_SKIN,cell culture,male,SRP186687,skin,2019-02-23T23:49:00Z,1
SRR8615638,1,RNA-Seq,GCA_000001405.13,202,14372207080,NIBRI,PRJNA523380,SAMN10987802,Human,7669655686,A-204,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdoid_tumour,primary,Caucasian,SRX5414762,Illumina HiSeq 2500,cell line,RNASeq-A204_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A204_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue,2019-02-23T23:36:00Z,1
SRR8615639,47,RNA-Seq,GCA_000001405.13,202,20541344852,DSMZ:COLO-679,PRJNA523380,SAMN10988260,Human,11603291851,COLO-679,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414761,Illumina HiSeq 2500,cell line,RNASeq-COLO679_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COLO679_SKIN,cell culture,female,SRP186687,skin,2019-02-23T23:43:00Z,1
SRR8615640,NA,RNA-Seq,GCA_000001405.13,202,18089756096,RIKEN:PC-14,PRJNA523380,SAMN10987800,Human,9067975943,PC-14,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Asian,SRX5414760,Illumina HiSeq 2500,cell line,RNASeq-PC14_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PC14_LUNG,cell culture,NA,SRP186687,lung,2019-02-23T23:39:00Z,1
SRR8615641,62,RNA-Seq,GCA_000001405.13,202,14349272808,ATCC:PC-3,PRJNA523380,SAMN10988356,Human,7227781413,PC-3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414759,Illumina HiSeq 2500,cell line,RNASeq-PC3_PROSTATE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PC3_PROSTATE,cell culture,male,SRP186687,prostate,2019-02-23T23:25:00Z,1
SRR8615642,58,RNA-Seq,GCA_000001405.13,202,15553515402,NIBRI,PRJNA523380,SAMN10988199,Human,7735542398,786-O,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Caucasian,SRX5414758,Illumina HiSeq 2500,cell line,RNASeq-786O_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,786O_KIDNEY,cell culture,male,SRP186687,kidney,2019-02-23T23:37:00Z,1
SRR8615643,63,RNA-Seq,GCA_000001405.13,202,16528716862,ATCC:769-P,PRJNA523380,SAMN10988198,Human,8272823684,769-P,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Caucasian,SRX5414757,Illumina HiSeq 2500,cell line,RNASeq-769P_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,769P_KIDNEY,cell culture,female,SRP186687,kidney,2019-02-23T23:39:00Z,1
SRR8615644,78,RNA-Seq,GCA_000001405.13,202,13832224114,HSRRB,PRJNA523380,SAMN10988556,Human,6902383891,8505C,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (anaplastic_carcinoma),primary,Asian,SRX5414756,Illumina HiSeq 2500,cell line,RNASeq-8505C_THYROID,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,8505C_THYROID,cell culture,female,SRP186687,thyroid,2019-02-23T23:29:00Z,1
SRR8615645,67,RNA-Seq,GCA_000001405.13,202,16914045194,DSMZ:8305C,PRJNA523380,SAMN10988447,Human,8450864990,8305C,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (anaplastic_carcinoma),primary,Asian,SRX5414755,Illumina HiSeq 2500,cell line,RNASeq-8305C_THYROID,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,8305C_THYROID,cell culture,female,SRP186687,thyroid,2019-02-23T23:35:00Z,1
SRR8615646,56,RNA-Seq,GCA_000001405.13,202,17889997488,GNF,PRJNA523380,SAMN10988170,Human,8960247133,A101D,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414754,Illumina HiSeq 2500,cell line,RNASeq-A101D_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A101D_SKIN,cell culture,male,SRP186687,skin,2019-02-23T23:44:00Z,1
SRR8615647,54,RNA-Seq,GCA_000001405.13,202,18920349998,DSMZ:8-MG-BA,PRJNA523380,SAMN10988303,Human,9483765811,8-MG-BA,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5414753,Illumina HiSeq 2500,cell line,RNASeq-8MGBA_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,8MGBA_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system,2019-02-23T23:42:00Z,1
SRR8615648,53,RNA-Seq,GCA_000001405.13,202,16245215114,ATCC:A172,PRJNA523380,SAMN10988258,Human,8622852164,A172,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5414752,Illumina HiSeq 2500,cell line,RNASeq-A172_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A172_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system,2019-02-23T23:37:00Z,1
SRR8615649,NA,RNA-Seq,GCA_000001405.13,202,12577931374,NA,PRJNA523380,SAMN10988410,Human,6711232386,A1207,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,NA,Caucasian,SRX5414751,Illumina HiSeq 2500,cell line,RNASeq-A1207_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A1207_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system,2019-02-23T23:24:00Z,1
SRR8615650,43,RNA-Seq,GCA_000001405.13,202,17137084706,NIBRI,PRJNA523380,SAMN10987958,Human,8648389254,SNU-475,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5414750,Illumina HiSeq 2500,cell line,RNASeq-SNU475_LIVER,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU475_LIVER,cell culture,male,SRP186687,liver,2019-02-23T23:34:00Z,1
SRR8615651,NA,RNA-Seq,GCA_000001405.13,202,17147241064,KCLB:SNU-478,PRJNA523380,SAMN10988084,Human,9239609915,SNU-478,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414749,Illumina HiSeq 2500,cell line,RNASeq-SNU478_BILIARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SNU478_BILIARY_TRACT,cell culture,NA,SRP186687,biliary_tract,2019-02-23T23:39:00Z,1
